Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Iohan Ferrándiz de la Pobla;Iohan Ferrándiz de la Pobla (P209 in AMSPO FSV);AMSPO-P209;Q16;AMSPO-P209;;;;;;;D123-Iohan;D123-Ferrándiz de la Pobla;;;;;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Álvar Peláiz;Álvar Peláiz (P449 in AMSPO FSV);AMSPO-P449;Q16;AMSPO-P449;;;;;;;D4-Álvar;D4-Peláiz;;;;;;;;;;;;;;;;;;;;;;;D4;;;;;;;;;;;;;;;
Fernán Moro de Cannedo;Fernán Moro de Cannedo (P425 in AMSPO FSV);AMSPO-P425;Q16;AMSPO-P425;;;;;;;D82-Fernán;D82-Moro de Cannedo;;;;;;;;;;;;;;;;;;;;;;;D82;;;;;;;;;;;;;;;
Garçía;Garçía (D22PB2 in AMSPO FSV);AMSPO-D22PB2;Q16;AMSPO-D22PB2;;;;;;;D22-Garçía;;;;;;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Simón Girálliz;Simón Girálliz (P293 in AMSPO FSV);AMSPO-P293;Q16;AMSPO-P293;;;;;;;D40-Simón;D40-Girálliz;;;;;D40PB1;;;;;;;;;;;;;;;;;;D40;;;;;;;;;;;;;;;
Gonçalo Ferrándiz;Gonçalo Ferrándiz (P191 in AMSPO FSV);AMSPO-P191;Q16;AMSPO-P191;;;;;;;D25-Gonçalo;D25-Ferrándiz;;;;;;;;;;;;;;;;;;;D25PB1;;;;D25;;;;;;;;;;;;;;;
Diego Suáriz de Borondes;Diego Suáriz de Borondes (P692 in AMSPO FSV);AMSPO-P692;Q16;AMSPO-P692;;;;;;;D87-Diego|D42-Diego;D42-Suáriz de Borondes de Suso|D87-Suáriz de Borondes;;;;;;;;;;;;;;;;;;;;;;;D42|D87;;;;;;;;;;;;;;;
Suer Gutiérrez;Suer Gutiérrez (P334 in AMSPO FSV);AMSPO-P334;Q16;AMSPO-P334;;;;;;;D128-Suer;D128-Gutiérrez;;;;D128P330;;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Iohanan Alfonso;Iohanan Alfonso (P47 in AMSPO FSV);AMSPO-P47;Q16;AMSPO-P47;;;;;;;D13-Iohanan;D13-Alfonso;D13-Ortolano;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Fernán Garçía de Villandax;Fernán Garçía de Villandax (P272 in AMSPO FSV);AMSPO-P272;Q16;AMSPO-P272;;;;;;;D83-Fernán;D83-Garçía de Villandax;;;;;;;;;;;;;;;;;;;;;;;D83;;;;;;;;;;;;;;;
Esidro Peláiz de la Ferrería;Esidro Peláiz de la Ferrería (P454 in AMSPO FSV);AMSPO-P454;Q16;AMSPO-P454;;;;;;;D9-Esidro;D9-Peláiz de la Ferrería;;;;;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Iohan Guilléz del Truébano;Iohan Guilléz del Truébano (P323 in AMSPO FSV);AMSPO-P323;Q16;AMSPO-P323;;;;;;;D62-Iohan;D62-Guilléz del Truébano;;;;;;;;;;;;;;;;;;;;;;;D62;;;;;;;;;;;;;;;
Diego Alffonsso;Diego Alffonsso (P7 in AMSPO FSV);AMSPO-P7;Q16;AMSPO-P7;;;;;;;D36-Diego;D36-Alffonsso;D36-Escrivano;;;;;;;;;;;;;;;;;;;;;;D36;;;;;;;;;;;;;;;
Diego Iohannes;Diego Iohannes (P348 in AMSPO FSV);AMSPO-P348;Q16;AMSPO-P348;;;;;;;D24-Diego;D24-Iohannes;D24-Cuchellero;;;;;;;;;;;;;;;;;;;;;;D24;;;;;;;;;;;;;;;
Gutier Peláiz de Villar;Gutier Peláiz de Villar (P453 in AMSPO FSV);AMSPO-P453;Q16;AMSPO-P453;;;;;;;D95-Gutier;D95-Peláiz de Villar;;;;;;;;;;;;;;;;;;;;;;;D95;;;;;;;;;;;;;;;
Roy Pérez de Valsondi;Roy Pérez de Valsondi (P597 in AMSPO FSV);AMSPO-P597;Q16;AMSPO-P597;;;;;;;D120-Ruy|D64-Roy;D120-Pérez de Valsondi|D64-Pérez de Valsendi;;;;;;;;;;;;;;;;;;;;;;;D64|D120;;;;;;;;;;;;;;;
Alvar Martíniz de La Vega;Alvar Martíniz de La Vega (P374 in AMSPO FSV);AMSPO-P374;Q16;AMSPO-P374;;;;;;;D73-Alvar;D73-Martíniz de La Vega;;;;;;;;;;;;;;;;;;;;;;;D73;;;;;;;;;;;;;;;
Fernán Rodríguiz de Cayés;Fernán Rodríguiz de Cayés (P623 in AMSPO FSV);AMSPO-P623;Q16;AMSPO-P623;;;;;;;D106-Fernán;D106-Rodríguiz de Cayés;;;;;;;;;;;;;;;;;;;;;;;D106;;;;;;;;;;;;;;;
Martín Pérez Dulete;Martín Pérez Dulete (D65PB2 in AMSPO FSV);AMSPO-D65PB2;Q16;AMSPO-D65PB2;;;;;;;D65-Martín;D65-Pérez Dulete;;;;;;;;;;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
Garçía Alffonso de la pobla;Garçía Alffonso de la pobla (P27 in AMSPO FSV);AMSPO-P27;Q16;AMSPO-P27;;;;;;;D4-Garçía;D4-Alffonso de la pobla;;;;;;;;;;;;;;;;;;;;;;;D4;;;;;;;;;;;;;;;
Gonçalo Ferrándiz;Gonçalo Ferrándiz (P193 in AMSPO FSV);AMSPO-P193;Q16;AMSPO-P193;;;;;;;D99-Gonçalo|D97-Gonçalo|D96-Gonçalo;D99-Ferrándiz|D96-Ferrándiz|D97-Ferrándiz;D99-Notario;;;;;D97-Notario público del rey en Oviedo|D96-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D96|D97|D99;;;;;;;;;;;;;;;
Alvar Fernández;Alvar Fernández (P170 in AMSPO FSV);AMSPO-P170;Q16;AMSPO-P170;;;;;;;D126-Alvar;D126-Fernández;D126-Mongie del Monesterio de San Vecenti de Oviedo;;;;;;;;;;;;;;;;;;;;;;D126;;;;;;;;;;;;;;;
Pero Menéndiz;Pero Menéndiz (P420 in AMSPO FSV);AMSPO-P420;Q16;AMSPO-P420;;;;;;;D76-Pero;D76-Menéndiz;;;;;D76P571;;;;;;;;;;;;;;;;;;D76;;;;;;;;;;;;;;;
Fernán Iohan de Morenti;Fernán Iohan de Morenti (P339 in AMSPO FSV);AMSPO-P339;Q16;AMSPO-P339;;;;;;;D87-Fernán;D87-Iohan de Morenti;;;;;;;;;;;;;;;;;;;;;;;D87;;;;;;;;;;;;;;;
Andrés Yánnez;Andrés Yánnez (P738 in AMSPO FSV);AMSPO-P738;Q16;AMSPO-P738;;;;;;;D64-Andrés;D64-Yánnez;;;;;;;;;;;;;;;;;;;;;;;D64;;;;;;;;;;;;;;;
Pero Peláiz de La Felguera;Pero Peláiz de La Felguera (D49PB3 in AMSPO FSV);AMSPO-D49PB3;Q16;AMSPO-D49PB3;;;;;;;D49-Pero;D49-Peláiz de La Felguera;;;;;;;;;;;;;;;;;;;;;;;D49;;;;;;;;;;;;;;;
Roy Pérez;Roy Pérez (P592 in AMSPO FSV);AMSPO-P592;Q16;AMSPO-P592;;;;;;;D77-Roy;D77-Pérez;D77-Mercador;;;;;;;;;;;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Fernán Alffonso;Fernán Alffonso (D49PB1 in AMSPO FSV);AMSPO-D49PB1;Q16;AMSPO-D49PB1;;;;;;;D49-Fernán;D49-Alffonso;;;;D49P74;;;;;;;;;;;;;;;;;;;D49;;;;;;;;;;;;;;D49Death_1;
Alfonso Pérez de Paniçal;Alfonso Pérez de Paniçal (P482 in AMSPO FSV);AMSPO-P482;Q16;AMSPO-P482;;;;;;;D125-Alfonso;D125-Pérez de Paniçal;;;;;;;;;;;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
Cosmea Pérez;Cosmea Pérez (P503 in AMSPO FSV);AMSPO-P503;Q16;AMSPO-P503;;;;;;;D105-Cosmea|D115-Cosmea|D123-Cosmea;D105-Pérez|D123-Pérez|D115-Pérez de San Romano;;;D105-Vega;;;;;;;;;;;;;;;;;;;;D105|D115|D123;;;;;;;;;;;;;;;
Alffonso Martíniz;Alffonso Martíniz (P368 in AMSPO FSV);AMSPO-P368;Q16;AMSPO-P368;;;;;;;D1-Alffonso;D1-Martíniz;;;;;;;;;;;;;;;;D1P435;;;;;;;D1;;;;;;;;;;;;;;;
Fernán Blanco de Borondes de Iuso;Fernán Blanco de Borondes de Iuso (P123 in AMSPO FSV);AMSPO-P123;Q16;AMSPO-P123;;;;;;;D42-Fernán;D42-Blanco de Borondes de Iuso;;;;;;;;;;;;;;;;;;;;;;;D42;;;;;;;;;;;;;;;
Fernán Garçía de Vega;Fernán Garçía de Vega (D64PB1 in AMSPO FSV);AMSPO-D64PB1;Q16;AMSPO-D64PB1;;;;;;;D64-Fernán;D64-Garçía de Vega;;;;D64P157;;;;;;;;;;;;;;;;;;;D64;;;;;;;;;;;;;;;
Gutier Alffonso de Nora;Gutier Alffonso de Nora (P37 in AMSPO FSV);AMSPO-P37;Q16;AMSPO-P37;;;;;;;D64-Gutier;D64-Alffonso de Nora;;;;;;;;;;;;;;;;;;;;;;;D64;;;;;;;;;;;;;;;
Rodrigo Álvariz;Rodrigo Álvariz (D12PB1 in AMSPO FSV);AMSPO-D12PB1;Q16;AMSPO-D12PB1;;;;;;;D12-Rodrigo;D12-Álvariz;;;;;;;;;;;;;;;;;;;;;;Don;D12;;;;;;;;;;;;;;;
Pascual Juanes;Pascual Juanes (P361 in AMSPO FSV);AMSPO-P361;Q16;AMSPO-P361;;;;;;;D41-Pascual;D41-Juanes;D41-Luquetero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Roy Garçía de Berzió;Roy Garçía de Berzió (P286 in AMSPO FSV);AMSPO-P286;Q16;AMSPO-P286;;;;;;;D128-Roy;D128-Garçía de Berzió;;;;D128P612;;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Pero Fernández;Pero Fernández (P239 in AMSPO FSV);AMSPO-P239;Q16;AMSPO-P239;;;;;;;D128-Pero;D128-Fernández;D128-Portero del Monesterio de San Vicenti;;;;;;;;;D128-Oviedo;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Suer Garçía de Villardevello;Suer Garçía de Villardevello (P289 in AMSPO FSV);AMSPO-P289;Q16;AMSPO-P289;;;;;;;D13-Suer;D13-Garçía de Villardevello;;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Aldonça Suáriz de Salma;Aldonça Suáriz de Salma (P680 in AMSPO FSV);AMSPO-P680;Q16;AMSPO-P680;;;;;;;D81-Aldonça;D81-Suáriz de Salma;;;;;;;;;;;;;;;;;;;;;;;D81;;;;;;;;;;;;;;;
Iohan Pérez;Iohan Pérez (P545 in AMSPO FSV);AMSPO-P545;Q16;AMSPO-P545;;;;;;;D60-Iohan;D60-Pérez;;;;;;D60-Notario público del rey en la pobla de Grado;;;;;;;;;;;;;;;;;D60;;;;;;;;;;;;;;;
Diego Ferrándiz Conffinna;Diego Ferrándiz Conffinna (P176 in AMSPO FSV);AMSPO-P176;Q16;AMSPO-P176;;;;;;;D25-Diego;D25-Ferrándiz Conffinna;;;;;;;;;;;;;;;;;;;;;;;D25;;;;;;;;;;;;;;;
Pero Díaz de Vega;Pero Díaz de Vega (P137 in AMSPO FSV);AMSPO-P137;Q16;AMSPO-P137;;;;;;;D26-Pero|D79-Pero;D79-Díaz de Vega|D26-Díaz de Vega;;;;;;;;;;;;;;;;;;;;;;;D79|D26;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P67 in AMSPO FSV);AMSPO-P67;Q16;AMSPO-P67;;;;;;;D112-Pero;D112-Alfonso;D112-Alfayate;;;;;;;;;;;;;;;;;;;;;;D112;;;;;;;;;;;;;;;
Iohan Pérez;Iohan Pérez (P547 in AMSPO FSV);AMSPO-P547;Q16;AMSPO-P547;;;;;;;D103-Iohan;D103-Pérez;;;;;;;;;;;D103-Iohan Saco;;;;;;;;;;;;D103;;;;;;;;;;;;;;;
Alfonso;Alfonso (P2 in AMSPO FSV);AMSPO-P2;Q16;AMSPO-P2;;;;;;;D21-Alfonso;;D21-Escriván;;;;;;;;;;;;;;;;;;;;;;D21;;;;;;;;;;;;;;;
María Pérez;María Pérez (P562 in AMSPO FSV);AMSPO-P562;Q16;AMSPO-P562;;;;;;;D52-María;D52-Pérez;;D52P705;;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Martín Martíniz de la Rúa;Martín Martíniz de la Rúa (P390 in AMSPO FSV);AMSPO-P390;Q16;AMSPO-P390;;;;;;;D14-Martín;D14-Martíniz de la Rúa;;;;;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
Iohan Áluariz;Iohan Áluariz (P99 in AMSPO FSV);AMSPO-P99;Q16;AMSPO-P99;;;;;;;D48-Iohan;D48-Áluariz;D48-Mercador;;;;;;;;;;;;;;;;;;;;;;D48;;;;;;;;;;;;;;;
Gutier Alfonso;Gutier Alfonso (P36 in AMSPO FSV);AMSPO-P36;Q16;AMSPO-P36;;;;;;;D30-Gutier;D30-Alfonso;D30-Carniçero;;;;;;;;;;;;;;;;;;;;;;D30;;;;;;;;;;;;;;;
Pero;Pero (D27PB2 in AMSPO FSV);AMSPO-D27PB2;Q16;AMSPO-D27PB2;;;;;;;D27-Pero;;;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Pero Suariz;Pero Suariz (D74PB1 in AMSPO FSV);AMSPO-D74PB1;Q16;AMSPO-D74PB1;;;;;;;D74-Pero;D74-Suariz;;;;;D74PB2;;;;;;;;;;;;;;;;;;D74;;;;;;;;;;;;;;;
Alfonso Pérez Colerguete;Alfonso Pérez Colerguete (P466 in AMSPO FSV);AMSPO-P466;Q16;AMSPO-P466;;;;;;;D24-Alfonso;D24-Pérez Colerguete;;;;;;;;;;;;;;;;;;;;;;;D24;;;;;;;;;;;;;;;
Gonçalo Rodríguiz de Vallo;Gonçalo Rodríguiz de Vallo (P634 in AMSPO FSV);AMSPO-P634;Q16;AMSPO-P634;;;;;;;D69-Gonçalo;D69-Rodríguiz de Vallo;;;;;;;;;;;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Alfonso de Olivares;Alfonso de Olivares (P440 in AMSPO FSV);AMSPO-P440;Q16;AMSPO-P440;;;;;;;D107-Alffonso|D94-Alfonso|D99-Alfonso|D127-Alffonso|D120-Alfonso;D127-de Olivares|D94-de Olivares|D99-de Olivares|D120-de Olivares|D107-de Olivares;;D107P411;;;;;;;;;;;;;;;;;;;;;D94|D127|D107|D99|D120;;;;;;;;;;;;;;;
Gonçalo Martíniz;Gonçalo Martíniz (P379 in AMSPO FSV);AMSPO-P379;Q16;AMSPO-P379;;;;;;;D4-Gonçalo;D4-Martíniz;;;;;;;;;;;;;;;;;;;;;;;D4;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P463 in AMSPO FSV);AMSPO-P463;Q16;AMSPO-P463;;;;;;;D84-Alfonso;D84-Pérez;D84-Canónigo;;;;;;;;;;;;D84P19;;;;;;;;;;D84;;;;;;;;;;;;;;;
Suer Rodríguiz;Suer Rodríguiz (P662 in AMSPO FSV);AMSPO-P662;Q16;AMSPO-P662;;;;;;;D4-Suer|D3-Suer;D3-Rodríguiz|D4-Rodríguiz;D3-Escripván;;;;;;;;;;;;;;;;;;;;;;D3|D4;;;;;;;;;;;;;;;
Roy Ferrándiz;Roy Ferrándiz (P250 in AMSPO FSV);AMSPO-P250;Q16;AMSPO-P250;;;;;;;D67-Roy;D67-Ferrándiz;D67-Çapatero;;;;;;;;;;;;;;;;;;;;;;D67;;;;;;;;;;;;;;;
Iohan Fogaça;Iohan Fogaça (P258 in AMSPO FSV);AMSPO-P258;Q16;AMSPO-P258;;;;;;;D65-Iohan;D65-Fogaça;D65-Omne;;;;;;;;D65PB3;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
Pero Iohan;Pero Iohan (P343 in AMSPO FSV);AMSPO-P343;Q16;AMSPO-P343;;;;;;;D27-Pero;D27-Iohan;;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Alfonso Andreo;Alfonso Andreo (P118 in AMSPO FSV);AMSPO-P118;Q16;AMSPO-P118;;;;;;;D61-Alfonso;D61-Andreo;;;;;;;;;;;;;;;;;;;;;;;D61;;;;;;;;;;;;;;;
Ruy Ferrándiz;Ruy Ferrándiz (D120PB1 in AMSPO FSV);AMSPO-D120PB1;Q16;AMSPO-D120PB1;;;;;;;D120-Ruy;D120-Ferrándiz;;;;D120P244;;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
Menén Suáriz;Menén Suáriz (P724 in AMSPO FSV);AMSPO-P724;Q16;AMSPO-P724;;;;;;;D85-Menén;D85-Suáriz;;;;;;;;;;;;;;;;;;;;;;;D85;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P68 in AMSPO FSV);AMSPO-P68;Q16;AMSPO-P68;;;;;;;D62-Pero;D62-Alfonso;D62-Cuchillero;;;;;;;;;;;;;;;;;;;;;;D62;;;;;;;;;;;;;;;
Fernán Suáriz de la Fonte;Fernán Suáriz de la Fonte (P706 in AMSPO FSV);AMSPO-P706;Q16;AMSPO-P706;;;;;;;D86-Fernán;D86-Suáriz de la Fonte;;;;;;;;;;;;;;;;;;;;;;;D86;;;;;;;;;;;;;;;
María Díaz;María Díaz (P135 in AMSPO FSV);AMSPO-P135;Q16;AMSPO-P135;;;;;;;D122-María;D122-Díaz;;;;;;;;;;;;;;;;;;;;;;;D122;;;;;;;;;;;;;;;
Fernán Álvariz de Vallo;Fernán Álvariz de Vallo (P95 in AMSPO FSV);AMSPO-P95;Q16;AMSPO-P95;;;;;;;D45-Fernán;D45-Álvariz de Vallo;;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
María Garçía;María Garçía (P277 in AMSPO FSV);AMSPO-P277;Q16;AMSPO-P277;;;;;;;D36-María|D102-María;D36-Garçía|D102-Garçía;;;;;;;;;;;;;;;;;;;;;;;D102|D36;;;;;;;;;;;;;;;
Iohan Alffonso;Iohan Alffonso (P49 in AMSPO FSV);AMSPO-P49;Q16;AMSPO-P49;;;;;;;D18-Iohan;D18-Alffonso;D18-Criado|D18-Oriz;;;;;;;;D18PB2;;;;;;;;;;;;;;D18;;;;;;;;;;;;;;;
Alfonso Ferrándiz de Çepedal;Alfonso Ferrándiz de Çepedal (P166 in AMSPO FSV);AMSPO-P166;Q16;AMSPO-P166;;;;;;;D124-Alfonso;D124-Ferrándiz de Çepedal;;;;;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
Sancha Fernándiz;Sancha Fernándiz (P251 in AMSPO FSV);AMSPO-P251;Q16;AMSPO-P251;;;;;;;D2-Sancha|D102-Sancha;D2-Fernándiz|D102-Ferrándiz de Veyga;;;;;;;;;;;;;;;;;;;;;;;D102|D2;;;;;;;;;;;;;;;
Ruy Gonçález;Ruy Gonçález (P316 in AMSPO FSV);AMSPO-P316;Q16;AMSPO-P316;;;;;;;D123-Ruy;D123-Gonçález;;;;D123P629;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Elvira Suárez de la Pobla;Elvira Suárez de la Pobla (P700 in AMSPO FSV);AMSPO-P700;Q16;AMSPO-P700;;;;;;;D94-Elvira;D94-Suárez de la Pobla;;;;;;;;;;;;;;;;;;;;;;;D94;;;;;;;;;;;;;;;
Juan de Vega;Juan de Vega (P735 in AMSPO FSV);AMSPO-P735;Q16;AMSPO-P735;;;;;;;D92-Juan;D92-de Vega;;;;;;;;;;;;;;;;;;;;;;;D92;;;;;;;;;;;;;;;
Fernán Garot;Fernán Garot (P261 in AMSPO FSV);AMSPO-P261;Q16;AMSPO-P261;;;;;;;D3-Fernán;D3-Garot;;;;;;;;;;;;;;;;;;;;;;;D3;;;;;;;;;;;;;;;
Martín Iohánniz de Çenales;Martín Iohánniz de Çenales (P359 in AMSPO FSV);AMSPO-P359;Q16;AMSPO-P359;;;;;;;D82-Martín;D82-Iohánniz de Çenales;;;;;;;;;;;D82-Martín Cavallero;;;;;;;;;;;;D82;;;;;;;;;;;;;;;
Iohan Alfonso de Godos;Iohan Alfonso de Godos (P55 in AMSPO FSV);AMSPO-P55;Q16;AMSPO-P55;;;;;;;D86-Iohan;D86-Alfonso de Godos;;;;;;;;;;;;;;;;;;;;;;;D86;;;;;;;;;;;;;;;
Alfonso Toro de Cavallal;Alfonso Toro de Cavallal (P733 in AMSPO FSV);AMSPO-P733;Q16;AMSPO-P733;;;;;;;D110-Alfonso;D110-Toro de Cavallal;;;;;;;;;;;;;;;;;;;;;;;D110;;;;;;;;;;;;;;;
Gutier Gómez de Vega;Gutier Gómez de Vega (P322 in AMSPO FSV);AMSPO-P322;Q16;AMSPO-P322;;;;;;;D59-Gutier;D59-Gómez de Vega;;;;;;;;D59P312;;;;;;;;;;;;;;;D59;;;;;;;;;;;;;;;
Fernán Suáriz;Fernán Suáriz (P701 in AMSPO FSV);AMSPO-P701;Q16;AMSPO-P701;;;;;;;D123-Fernán;D123-Suáriz;D123-Mercador;;;;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Fernán Suárez;Fernán Suárez (P705 in AMSPO FSV);AMSPO-P705;Q16;AMSPO-P705;;;;;;;D52-Fernán;D52-Suárez;;D52P562;;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Alfonso Peláez de Barredo;Alfonso Peláez de Barredo (P447 in AMSPO FSV);AMSPO-P447;Q16;AMSPO-P447;;;;;;;D41-Alfonso;D41-Peláez de Barredo;D41-Escudero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Gonçalo Rodríguiz de Arvuelles;Gonçalo Rodríguiz de Arvuelles (D13PB1 in AMSPO FSV);AMSPO-D13PB1;Q16;AMSPO-D13PB1;;;;;;;D13-Gonçalo;D13-Rodríguiz de Arvuelles;;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Iohan;Iohan (D106PB3 in AMSPO FSV);AMSPO-D106PB3;Q16;AMSPO-D106PB3;;;;;;;D106-Iohan;;D106-Escudero;;;;;;;;;;;;;;;;;;;;;;D106;;;;;;;;;;;;;;;
Alfonso Ferrándiz del Rosal;Alfonso Ferrándiz del Rosal (P161 in AMSPO FSV);AMSPO-P161;Q16;AMSPO-P161;;;;;;;D56-Alfonso;D56-Ferrándiz del Rosal;D56-Oriz;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Alvar Pérez;Alvar Pérez (P490 in AMSPO FSV);AMSPO-P490;Q16;AMSPO-P490;;;;;;;D26-Alvar;D26-Pérez;;;;;D26P460;;;;;;;;;;;;;;;;;;D26;;;;;;;;;;;;;;;
Pero Alfonso del Pienso;Pero Alfonso del Pienso (P76 in AMSPO FSV);AMSPO-P76;Q16;AMSPO-P76;;;;;;;D32-Pero|D31-Pero;D32-Alfonso del Penso|D31-Alfonso del Pienso;;;;;;;;;;;;;;;;;;;;;;;D31|D32;;;;;;;;;;;;;;;
Alffonso Tebera;Alffonso Tebera (D25PB1 in AMSPO FSV);AMSPO-D25PB1;Q16;AMSPO-D25PB1;;;;;;;D25-Alffonso;D25-Tebera;;;;;;;;;;;;;;;;;;;;D25P191;;;D25;;;;;;;;;;;;;;;
Alvar Sánchiz de Pentenno;Alvar Sánchiz de Pentenno (P667 in AMSPO FSV);AMSPO-P667;Q16;AMSPO-P667;;;;;;;D31-Alvar|D33-Alvar;D31-Sánchiz de Pantenno|D33-Sánchiz de Pentenno;;;;;;;;;;;;;;;;;;;;;;;D31|D33;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P71 in AMSPO FSV);AMSPO-P71;Q16;AMSPO-P71;;;;;;;D100-Pero;D100-Alfonso;D100-Ferrador;;;;;;;;;;;;;;;;;;;;;;D100;;;;;;;;;;;;;;;
Diego Alfonso de La Caridat;Diego Alfonso de La Caridat (P9 in AMSPO FSV);AMSPO-P9;Q16;AMSPO-P9;;;;;;;D119-Diego;D119-Alfonso de La Caridat;;;;;;;;;;;;;;;;;;;;;;;D119;;;;;;;;;;;;;;;
Martín Ferrándiz de Granda;Martín Ferrándiz de Granda (P219 in AMSPO FSV);AMSPO-P219;Q16;AMSPO-P219;;;;;;;D35-Martín;D35-Ferrándiz de Granda;;;;;;;;;;;;;;;;;;;;;;;D35;;;;;;;;;;;;;;;
Fernán Pérez de Vidallán;Fernán Pérez de Vidallán (P516 in AMSPO FSV);AMSPO-P516;Q16;AMSPO-P516;;;;;;;D80-Fernán;D80-Pérez de Vidallán;;;;;;;;;;;;;;;;;;;;;;;D80;;;;;;;;;;;;;;;
Lope Suáriz de Grullos;Lope Suáriz de Grullos (P715 in AMSPO FSV);AMSPO-P715;Q16;AMSPO-P715;;;;;;;D117-Lope;D117-Suáriz de Grullos;;;;;;;;;;;;;;;;;;;;;;;D117;;;;;;;;;;;;;;;
Domna Orraca;Domna Orraca (D28PB1 in AMSPO FSV);AMSPO-D28PB1;Q16;AMSPO-D28PB1;;;;;;;D28-Orraca;;;;;;;;;;;;;;;;;;;;;;;Domna;D28;;;;;;;;;;;;;;;
Iohan Fernándiz de Oviedo;Iohan Fernándiz de Oviedo (P212 in AMSPO FSV);AMSPO-P212;Q16;AMSPO-P212;;;;;;;D1-Iohan;D1-Fernándiz de Oviedo;D1-Oriz;;;;;;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Giral Iohanniz;Giral Iohanniz (D40PB1 in AMSPO FSV);AMSPO-D40PB1;Q16;AMSPO-D40PB1;;;;;;;D40-Giral;D40-Iohanniz;;;;D40P293;;;;;;;;;;;;;;;;;;;D40;;;;;;;;;;;;;;;
María Pérez de Borondes de Iu;María Pérez de Borondes de Iu (D33PB2 in AMSPO FSV);AMSPO-D33PB2;Q16;AMSPO-D33PB2;;;;;;;D33-María;D33-Pérez de Borondes de Iu;;;;;;;;;;;;;;;;;;;;;;;D33;;;;;;;;;;;;;;;
Suero;Suero (D124PB1 in AMSPO FSV);AMSPO-D124PB1;Q16;AMSPO-D124PB1;;;;;;;D124-Suero;;;;;;D124P685;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
