Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Escudero;Instance of Occupation;;Q39;AMSPO-D106Oc5|AMSPO-D118Oc2|AMSPO-D28Oc8|AMSPO-D8Oc5|AMSPO-D55Oc7|AMSPO-D16Oc10|AMSPO-D9Oc10|AMSPO-D7Oc4|AMSPO-D3Oc2|AMSPO-D41Oc3|AMSPO-D11Oc7|AMSPO-D1Oc3;D3-Escudero|D9-Escudero|D106-Escudero|D41-Escudero|D16-Escudero|D1-Escudero|D7-Escudero|D55-Escudero|D118-Escudero|D8-Escudero|D11-Escudero|D28-Escudero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ortolano;Instance of Occupation;;Q39;AMSPO-D111Oc4|AMSPO-D114Oc5|AMSPO-D13Oc1;D114-Ortolano|D13-Ortolano|D111-Ortolano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monge del monasterio de San Viçenti de Oviedo;Instance of Occupation;;Q39;AMSPO-D107Oc3|AMSPO-D107Oc2|AMSPO-D107Oc6|AMSPO-D107Oc1;D107-Monge del monasterio de San Viçenti de Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escrivan;Instance of Occupation;;Q39;AMSPO-D16Oc7|AMSPO-D16Oc2|AMSPO-D16Oc9;D16-Escrivan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tendero;Instance of Occupation;;Q39;AMSPO-D65Oc4|AMSPO-D31Oc2|AMSPO-D56Oc1|AMSPO-D32Oc2|AMSPO-D12Oc7;D56-Tendero|D31-Tendero|D65-Tendero|D32-Tendero|D12-Tendero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Capellán;Instance of Occupation;;Q39;AMSPO-D50Oc3|AMSPO-D82Oc2|AMSPO-D95Oc3|AMSPO-D49Oc4|AMSPO-D125Oc2|AMSPO-D100Oc5|AMSPO-D96Oc3|AMSPO-D69Oc2;D95-Capellán|D50-Capellán|D69-Capellán|D125-Capellán|D100-Capellán|D82-Capellán|D49-Capellán|D96-Capellán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obispo de Oviedo;Instance of Public Office;;Q56;AMSPO-D24Oc3|AMSPO-D1Oc5|AMSPO-D16Oc4|AMSPO-D6Oc6|AMSPO-D20Oc3|AMSPO-D9Oc8;D1-Obispo de Oviedo|D9-Obispo de Oviedo|D20-Obispo de Oviedo|D16-Obispo de Oviedo|D6-Obispo de Oviedo|D24-Obispo de Oviedo;;;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luquetero;Instance of Occupation;;Q39;AMSPO-D41Oc2;D41-Luquetero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caldarero;Instance of Occupation;;Q39;AMSPO-D1Oc7;D1-Caldarero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Omne del Chantre;Instance of Occupation;;Q39;AMSPO-D16Oc6;D16-Omne del Chantre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ofiçial del cabildo;Instance of Occupation;;Q39;AMSPO-D40Oc3;D40-Ofiçial del cabildo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espeçiero;Instance of Occupation;;Q39;AMSPO-D73Oc2;D73-Espeçiero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongie del Monesterio de San Vecenti de Oviedo;Instance of Occupation;;Q39;AMSPO-D126Oc1;D126-Mongie del Monesterio de San Vecenti de Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Criado del abat de San Viçcenti;Instance of Occupation;;Q39;AMSPO-D67Oc3;D67-Criado del abat de San Viçcenti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Criado;Instance of Occupation;;Q39;AMSPO-D9Oc2|AMSPO-D67Oc5|AMSPO-D78Oc4|AMSPO-D93Oc1|AMSPO-D28Oc6|AMSPO-D12Oc1|AMSPO-D80Oc3|AMSPO-D117Oc2|AMSPO-D12Oc6|AMSPO-D46Oc4|AMSPO-D72Oc4|AMSPO-D39Oc7|AMSPO-D35Oc3|AMSPO-D68Oc3|AMSPO-D68Oc4|AMSPO-D18Oc2|AMSPO-D28Oc7;D67-Criado|D28-Criado|D46-Criado|D80-Criado|D78-Criado|D72-Criado|D12-Criado|D39-Criado|D117-Criado|D18-Criado|D9-Criado|D93-Criado|D68-Criado|D35-Criado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bochar;Instance of Occupation;;Q39;AMSPO-D52Oc7;D52-Bochar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rey en Castiella, en León, en Toledo, en Gallizia, en Sevilla, en Córdova, en Murçia, en Iahen, enno Algarabe;Instance of Public Office;;Q56;AMSPO-D24Oc1;D24-Rey en Castiella, en León, en Toledo, en Gallizia, en Sevilla, en Córdova, en Murçia, en Iahen, enno Algarabe;;;Castilla|León|Sevilla|Toledo|Córdoba|Algarve|Murcia|Galicia|Jaén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sennor de Vizcaya e de Molina;Instance of Public Office;;Q56;AMSPO-D6Oc12|AMSPO-D24Oc10|AMSPO-D16Oc12|AMSPO-D20Oc7;D24-Sennor de Vizcaya e de Molina|D6-Sennor de Vizcaya e de Molina|D16-Sennor de Vizcaya e de Molina|D20-Sennor de Vizcaya e de Molina;;;Vizcaya|Molina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portero que foe del Obispo;Instance of Occupation;;Q39;AMSPO-D30Oc5;D30-Portero que foe del Obispo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andador;Instance of Occupation;;Q39;AMSPO-D112Oc5|AMSPO-D65Oc1|AMSPO-D72Oc1;D112-Andador|D72-Andador|D65-Andador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuchellero;Instance of Occupation;;Q39;AMSPO-D24Oc6|AMSPO-D75Oc2;D75-Cuchellero|D24-Cuchellero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario póblico del rey enna pobla de Grado;Instance of Public Office;;Q56;AMSPO-D3Oc3|AMSPO-D47Oc5|AMSPO-D85Oc2|AMSPO-D105Oc2|AMSPO-D76Oc2;D105-Notario póblico del rey enna pobla de Grado|D76-Notario póblico del rey enna pobla de Grado|D3-Notario póblico del rey enna pobla de Grado|D85-Notario póblico del rey enna pobla de Grado|D47-Notario póblico del rey enna pobla de Grado;;;Grado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongie del monesterio de San Viçente de Oviedo;Instance of Occupation;;Q39;AMSPO-D104Oc1;D104-Mongie del monesterio de San Viçente de Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entrogio;Instance of Occupation;;Q39;AMSPO-D56Oc4;D56-Entrogio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario póblico por el rey en Oviedo;Instance of Public Office;;Q56;AMSPO-D15Oc5|AMSPO-D14Oc4|AMSPO-D22Oc4|AMSPO-D6Oc5|AMSPO-D9Oc7|AMSPO-D24Oc7;D24-Notario póblico por el rey en Oviedo|D9-Notario póblico por el rey en Oviedo|D6-Notario póblico por el rey en Oviedo|D15-Notario póblico por el rey en Oviedo|D14-Notario póblico por el rey en Oviedo|D22-Notario póblico por el rey en Oviedo;;;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Capellán de San Miguel de Váscones;Instance of Occupation;;Q39;AMSPO-D25Oc4;D25-Capellán de San Miguel de Váscones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rey en Castiella e en León;Instance of Public Office;;Q56;AMSPO-D1Oc1;D1-Rey en Castiella e en León;;;Castilla|León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monge del Monasterio de San Viçenti;Instance of Occupation;;Q39;AMSPO-D12Oc5;D12-Monge del Monasterio de San Viçenti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andador del conçello;Instance of Occupation;;Q39;AMSPO-D28Oc4;D28-Andador del conçello;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adelantado mayor por el rey en tierra de León e de Asturias;Instance of Public Office;;Q56;AMSPO-D24Oc2;D24-Adelantado mayor por el rey en tierra de León e de Asturias;;;Asturias|León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario póblico del Obispo de Oviedo;Instance of Public Office;;Q56;AMSPO-D10Oc1;D10-Notario póblico del Obispo de Oviedo;;;Llanera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pellitero;Instance of Occupation;;Q39;AMSPO-D11Oc5|AMSPO-D118Oc4|AMSPO-D70Oc3|AMSPO-D9Oc5|AMSPO-D9Oc9|AMSPO-D66Oc2;D70-Pellitero|D9-Pellitero|D66-Pellitero|D118-Pellitero|D11-Pellitero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canbiador;Instance of Occupation;;Q39;AMSPO-D5Oc4;D5-Canbiador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cavallero;Instance of Occupation;;Q39;AMSPO-D38Oc6|AMSPO-D60Oc2|AMSPO-D76Oc3|AMSPO-D37Oc3;D37-Cavallero|D38-Cavallero|D76-Cavallero|D60-Cavallero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carniçero;Instance of Occupation;;Q39;AMSPO-D85Oc3|AMSPO-D49Oc5|AMSPO-D88Oc5|AMSPO-D30Oc1|AMSPO-D47Oc3|AMSPO-D81Oc2|AMSPO-D84Oc5|AMSPO-D55Oc6|AMSPO-D121Oc2|AMSPO-D46Oc1;D84-Carniçero|D30-Carniçero|D85-Carniçero|D88-Carniçero|D81-Carniçero|D49-Carniçero|D47-Carniçero|D121-Carniçero|D55-Carniçero|D46-Carniçero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monge de San Viçenti;Instance of Occupation;;Q39;AMSPO-D116Oc3;D116-Monge de San Viçenti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carpintero;Instance of Occupation;;Q39;AMSPO-D120Oc3|AMSPO-D119Oc4;D120-Carpintero|D119-Carpintero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obispo;Instance of Occupation;;Q39;AMSPO-D28Oc1|AMSPO-D35Oc4;D28-Obispo|D35-Obispo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escripván;Instance of Occupation;;Q39;AMSPO-D3Oc4;D3-Escripván;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cozinero;Instance of Occupation;;Q39;AMSPO-D72Oc6;D72-Cozinero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oryz;Instance of Occupation;;Q39;AMSPO-D4Oc1|AMSPO-D3Oc1;D3-Oryz|D4-Oryz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monge del Monesterio de San Vicenti de Oviedo;Instance of Occupation;;Q39;AMSPO-D128Oc1;D128-Monge del Monesterio de San Vicenti de Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrador;Instance of Occupation;;Q39;AMSPO-D100Oc1|AMSPO-D28Oc5;D100-Ferrador|D28-Ferrador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fornero;Instance of Occupation;;Q39;AMSPO-D9Oc6;D9-Fornero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Omnes del Chantre;Instance of Occupation;;Q39;AMSPO-D16Oc11;D16-Omnes del Chantre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monge del Monesterio de San Viçenti de Oviedo;Instance of Occupation;;Q39;AMSPO-D127Oc4;D127-Monge del Monesterio de San Viçenti de Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Merino mayor por el rey en tierra de León e de Asturias;Instance of Public Office;;Q56;AMSPO-D6Oc2;D6-Merino mayor por el rey en tierra de León e de Asturias;;;Asturias|León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Criado del deán;Instance of Occupation;;Q39;AMSPO-D48Oc4;D48-Criado del deán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Çaquitero;Instance of Occupation;;Q39;AMSPO-D12Oc2;D12-Çaquitero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedrero;Instance of Occupation;;Q39;AMSPO-D36Oc5;D36-Pedrero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tondidor;Instance of Occupation;;Q39;AMSPO-D21Oc2;D21-Tondidor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canónigo de la Iglesia de Oviedo;Instance of Occupation;;Q39;AMSPO-D39Oc6;D39-Canónigo de la Iglesia de Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario póblico del rey en Abillés;Instance of Public Office;;Q56;AMSPO-D1Oc6;D1-Notario póblico del rey en Abillés;;;Avilés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alcallde del rey;Instance of Occupation;;Q39;AMSPO-D43Oc4;D43-Alcallde del rey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Criado del abbat de San Vizenti;Instance of Occupation;;Q39;AMSPO-D72Oc7;D72-Criado del abbat de San Vizenti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Merino mayor por el rey de León e de Asturias;Instance of Public Office;;Q56;AMSPO-D9Oc3;D9-Merino mayor por el rey de León e de Asturias;;;Asturias|León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monge del Monesterio de San Veçente de Ouiedo;Instance of Occupation;;Q39;AMSPO-D89Oc2|AMSPO-D89Oc3;D89-Monge del Monesterio de San Veçente de Ouiedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rey en Castiella, en León, en Toledo, en Galliçia, en Sevilla, en Córdova, en Murçia, en Iahén, en Algarabe;Instance of Public Office;;Q56;AMSPO-D6Oc1;D6-Rey en Castiella, en León, en Toledo, en Galliçia, en Sevilla, en Córdova, en Murçia, en Iahén, en Algarabe;;;Castilla|León|Sevilla|Toledo|Córdoba|Algarve|Murcia|Galicia|Jaén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cavallero de Çenales;Instance of Occupation;;Q39;AMSPO-D82Oc4;D82-Cavallero de Çenales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambiador;Instance of Occupation;;Q39;AMSPO-D2Oc3|AMSPO-D12Oc8;D12-Cambiador|D2-Cambiador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Requero;Instance of Occupation;;Q39;AMSPO-D86Oc3|AMSPO-D101Oc1;D86-Requero|D101-Requero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canónigo;Instance of Occupation;;Q39;AMSPO-D84Oc6|AMSPO-D47Oc2|AMSPO-D41Oc9|AMSPO-D101Oc5;D101-Canónigo|D41-Canónigo|D47-Canónigo|D84-Canónigo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario público del rey enna puebla de Grado;Instance of Public Office;;Q56;AMSPO-D4Oc3;D4-Notario público del rey enna puebla de Grado;;;Grado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rey en Castiella e León;Instance of Public Office;;Q56;AMSPO-D9Oc1;D9-Rey en Castiella e León;;;Castilla|León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuchillero;Instance of Occupation;;Q39;AMSPO-D62Oc1;D62-Cuchillero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portero del Monesterio de San Viçenti;Instance of Occupation;;Q39;AMSPO-D116Oc6;D116-Portero del Monesterio de San Viçenti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario público por el rey en Oviedo;Instance of Public Office;;Q56;AMSPO-D13Oc4;D13-Notario público por el rey en Oviedo;;;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zapatero;Instance of Occupation;;Q39;AMSPO-D41Oc6;D41-Zapatero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abbat;Instance of Occupation;;Q39;AMSPO-D107Oc7;D107-abbat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corredor;Instance of Occupation;;Q39;AMSPO-D120Oc4;D120-Corredor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escripvano;Instance of Occupation;;Q39;AMSPO-D78Oc5;D78-Escripvano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercader;Instance of Occupation;;Q39;AMSPO-D41Oc5;D41-Mercader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esfollador;Instance of Occupation;;Q39;AMSPO-D52Oc3;D52-Esfollador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notario de Oviedo;Instance of Public Office;;Q56;AMSPO-D65Oc9;D65-Notario de Oviedo;;;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juez de la ciudad de Oviedo;Instance of Public Office;;Q56;AMSPO-D41Oc7;D41-Juez de la ciudad de Oviedo;;;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peletero;Instance of Occupation;;Q39;AMSPO-D11Oc4;D11-Peletero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alcalle;Instance of Occupation;;Q39;AMSPO-D29Oc1;D29-Alcalle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escribano;Instance of Occupation;;Q39;AMSPO-D90Oc4;D90-Escribano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Criado del Chantre;Instance of Occupation;;Q39;AMSPO-D104Oc7;D104-Criado del Chantre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vallongo;Instance of Place;;Q3;Vallongo;Vallongo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pinnera;Instance of Place;;Q3;Piñera;Pinnera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Endriga;Instance of Place;;Q3;La_Endriga;La Endriga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ería de Traspinnera;Instance of Place;;Q3;Traspiñera_ería;Ería de Traspinnera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Cantero;Instance of Place;;Q3;El_Cantero;El Cantero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borondes;Instance of Place;;Q3;Borondes;Borondes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Pozo;Instance of Place;;Q3;El_Pozo;El Pozo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Losa de Traspinnera;Instance of Place;;Q3;Traspiñera_llosa;Losa de Traspinnera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ería de Eres;Instance of Place;;Q3;Eres_ería;Ería de Eres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pedrosa;Instance of Place;;Q3;La_Pedrosa;La Pedrosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borondes de Iuso;Instance of Place;;Q3;Borondes_Abajo;Borondes de Iuso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pumariega;Instance of Place;;Q3;La_Pumariega;La Pumariega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Murçia;Instance of Place;;Q3;Murcia;Murçia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrotellas;Instance of Place;;Q3;Arrotiellas;Arrotellas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gigión;Instance of Place;;Q3;Gijón;Gigión;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Labares;Instance of Place;;Q3;Labares;Labares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sevilla;Instance of Place;;Q3;Sevilla;Sevilla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Cuesta;Instance of Place;;Q3;La_Cuesta;La Cuesta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cortina;Instance of Place;;Q3;Cortina;Cortina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Godos;Instance of Place;;Q3;Godos;Godos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Vallina;Instance of Place;;Q3;Las_Vallinas;La Vallina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamedo;Instance of Place;;Q3;Lamedo;Lamedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perediello;Instance of Place;;Q3;Perediello;Perediello;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Quintanal;Instance of Place;;Q3;El_Quintanal;El Quintanal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los Quintanales;Instance of Place;;Q3;Los_Quintanales;Los Quintanales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Martino de La Carrera;Instance of Place;;Q3;San_Martino;San Martino de La Carrera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pevida;Instance of Place;;Q3;Las_Pevidas;La Pevida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sienra de Perediel;Instance of Place;;Q3;Sienra_de_Perediella_ería;Sienra de Perediel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asturias;Instance of Place;;Q3;Asturias;Asturias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veyga de Rodrigo Abril;Instance of Place;;Q3;Vega_de_Rodrigo_Abril;Veyga de Rodrigo Abril;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agüera;Instance of Place;;Q3;Agüera;Agüera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tambo, ería;Instance of Place;;Q3;Tambo_ería;Tambo, ería;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La_Vega;Instance of Place;;Q3;Vega;La_Vega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hules;Instance of Place;;Q3;Ules;Hules;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andorzio;Instance of Place;;Q3;Andorzio;Andorzio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pago de Lavazes;Instance of Place;;Q3;Pago_de_Lavazes;Pago de Lavazes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Castiella;Instance of Place;;Q3;Castilla;Castiella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vallo;Instance of Place;;Q3;Vallo;Vallo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iahén;Instance of Place;;Q3;Jaén;Iahén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faro;Instance of Place;;Q3;Faro;Faro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vega de Sama;Instance of Place;;Q3;Vega_sama;Vega de Sama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somines;Instance of Place;;Q3;Somines;Somines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gargantella;Instance of Place;;Q3;Gargantella;Gargantella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Boruliega;Instance of Place;;Q3;La_Boruliega;La Boruliega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
